id,image_path,label
train_00155,train_images/train_00155.jpg,82
train_00156,train_images/train_00156.jpg,98
train_00157,train_images/train_00157.jpg,113
train_00158,train_images/train_00158.jpg,190
train_00159,train_images/train_00159.jpg,28
train_00160,train_images/train_00160.jpg,62
train_00161,train_images/train_00161.jpg,175
train_00162,train_images/train_00162.jpg,2
train_00163,train_images/train_00163.jpg,42
train_00164,train_images/train_00164.jpg,111
train_00165,train_images/train_00165.jpg,72
train_00166,train_images/train_00166.jpg,68
train_00167,train_images/train_00167.jpg,23
train_00168,train_images/train_00168.jpg,45
train_00169,train_images/train_00169.jpg,178
train_00170,train_images/train_00170.jpg,169
train_00171,train_images/train_00171.jpg,191
train_00172,train_images/train_00172.jpg,192
train_00173,train_images/train_00173.jpg,36
train_00174,train_images/train_00174.jpg,0
train_00175,train_images/train_00175.jpg,31
train_00176,train_images/train_00176.jpg,6
train_00177,train_images/train_00177.jpg,131
train_00178,train_images/train_00178.jpg,144
train_00179,train_images/train_00179.jpg,115
train_00180,train_images/train_00180.jpg,55
train_00181,train_images/train_00181.jpg,167
train_00182,train_images/train_00182.jpg,2
train_00183,train_images/train_00183.jpg,62
train_00184,train_images/train_00184.jpg,30
train_00185,train_images/train_00185.jpg,126
train_00186,train_images/train_00186.jpg,39
train_00187,train_images/train_00187.jpg,1
train_00188,train_images/train_00188.jpg,122
train_00189,train_images/train_00189.jpg,36
train_00190,train_images/train_00190.jpg,76
train_00191,train_images/train_00191.jpg,0
train_00192,train_images/train_00192.jpg,190
train_00193,train_images/train_00193.jpg,117
train_00194,train_images/train_00194.jpg,81
train_00195,train_images/train_00195.jpg,29
train_00196,train_images/train_00196.jpg,82
train_00197,train_images/train_00197.jpg,30
train_00198,train_images/train_00198.jpg,159
train_00199,train_images/train_00199.jpg,151
train_00200,train_images/train_00200.jpg,48
train_00201,train_images/train_00201.jpg,150
train_00202,train_images/train_00202.jpg,136
train_00203,train_images/train_00203.jpg,29
train_00204,train_images/train_00204.jpg,92
train_00205,train_images/train_00205.jpg,32
train_00206,train_images/train_00206.jpg,70
train_00207,train_images/train_00207.jpg,146
train_00208,train_images/train_00208.jpg,192
train_00209,train_images/train_00209.jpg,145
train_00210,train_images/train_00210.jpg,99
train_00211,train_images/train_00211.jpg,11
train_00212,train_images/train_00212.jpg,41
train_00213,train_images/train_00213.jpg,87
train_00214,train_images/train_00214.jpg,75
train_00215,train_images/train_00215.jpg,74
train_00216,train_images/train_00216.jpg,94
train_00217,train_images/train_00217.jpg,196
train_00218,train_images/train_00218.jpg,55
train_00219,train_images/train_00219.jpg,197
train_00220,train_images/train_00220.jpg,46
train_00221,train_images/train_00221.jpg,184
train_00222,train_images/train_00222.jpg,16
train_00223,train_images/train_00223.jpg,48
train_00224,train_images/train_00224.jpg,138
train_00225,train_images/train_00225.jpg,34
train_00226,train_images/train_00226.jpg,104
train_00227,train_images/train_00227.jpg,148
train_00228,train_images/train_00228.jpg,193
train_00229,train_images/train_00229.jpg,199
train_00230,train_images/train_00230.jpg,62
train_00231,train_images/train_00231.jpg,193
train_00232,train_images/train_00232.jpg,42
train_00233,train_images/train_00233.jpg,25
train_00234,train_images/train_00234.jpg,180
train_00235,train_images/train_00235.jpg,134
train_00236,train_images/train_00236.jpg,106
train_00237,train_images/train_00237.jpg,20
train_00238,train_images/train_00238.jpg,194
train_00239,train_images/train_00239.jpg,61
train_00240,train_images/train_00240.jpg,120
train_00241,train_images/train_00241.jpg,191
train_00242,train_images/train_00242.jpg,40
train_00243,train_images/train_00243.jpg,3
train_00244,train_images/train_00244.jpg,120
train_00245,train_images/train_00245.jpg,103
train_00246,train_images/train_00246.jpg,39
train_00247,train_images/train_00247.jpg,164
train_00248,train_images/train_00248.jpg,4
train_00249,train_images/train_00249.jpg,161
train_00250,train_images/train_00250.jpg,53
train_00251,train_images/train_00251.jpg,74
train_00252,train_images/train_00252.jpg,85
train_00253,train_images/train_00253.jpg,51
train_00254,train_images/train_00254.jpg,129
train_00255,train_images/train_00255.jpg,134
train_00256,train_images/train_00256.jpg,165
train_00257,train_images/train_00257.jpg,138
train_00258,train_images/train_00258.jpg,68
train_00259,train_images/train_00259.jpg,160
train_00260,train_images/train_00260.jpg,142
train_00261,train_images/train_00261.jpg,27
train_00262,train_images/train_00262.jpg,31
train_00263,train_images/train_00263.jpg,152
train_00264,train_images/train_00264.jpg,67
train_00265,train_images/train_00265.jpg,118
train_00266,train_images/train_00266.jpg,154
train_00267,train_images/train_00267.jpg,0
train_00268,train_images/train_00268.jpg,196
train_00269,train_images/train_00269.jpg,141
train_00270,train_images/train_00270.jpg,38
train_00271,train_images/train_00271.jpg,124
train_00272,train_images/train_00272.jpg,28
train_00273,train_images/train_00273.jpg,136
train_00274,train_images/train_00274.jpg,192
train_00275,train_images/train_00275.jpg,114
train_00276,train_images/train_00276.jpg,113
train_00277,train_images/train_00277.jpg,130
train_00278,train_images/train_00278.jpg,146
train_00279,train_images/train_00279.jpg,98
train_00280,train_images/train_00280.jpg,65
train_00281,train_images/train_00281.jpg,133
train_00282,train_images/train_00282.jpg,107
train_00283,train_images/train_00283.jpg,12
train_00284,train_images/train_00284.jpg,192
train_00285,train_images/train_00285.jpg,60
train_00286,train_images/train_00286.jpg,160
train_00287,train_images/train_00287.jpg,88
train_00288,train_images/train_00288.jpg,174
train_00289,train_images/train_00289.jpg,188
train_00290,train_images/train_00290.jpg,17
train_00291,train_images/train_00291.jpg,100
train_00292,train_images/train_00292.jpg,180
train_00293,train_images/train_00293.jpg,164
train_00294,train_images/train_00294.jpg,52
train_00295,train_images/train_00295.jpg,76
train_00296,train_images/train_00296.jpg,105
train_00297,train_images/train_00297.jpg,0
train_00298,train_images/train_00298.jpg,146
train_00299,train_images/train_00299.jpg,133
train_00300,train_images/train_00300.jpg,96
train_00301,train_images/train_00301.jpg,47
train_00302,train_images/train_00302.jpg,152
train_00303,train_images/train_00303.jpg,168
train_00304,train_images/train_00304.jpg,121
train_00305,train_images/train_00305.jpg,62
train_00306,train_images/train_00306.jpg,16
train_00307,train_images/train_00307.jpg,146
train_00308,train_images/train_00308.jpg,175
train_00309,train_images/train_00309.jpg,192
train_00310,train_images/train_00310.jpg,81
train_00311,train_images/train_00311.jpg,146
train_00312,train_images/train_00312.jpg,83
train_00313,train_images/train_00313.jpg,25
train_00314,train_images/train_00314.jpg,160
train_00315,train_images/train_00315.jpg,7
train_00316,train_images/train_00316.jpg,112
train_00317,train_images/train_00317.jpg,20
train_00318,train_images/train_00318.jpg,102
train_00319,train_images/train_00319.jpg,158
train_00320,train_images/train_00320.jpg,80
train_00321,train_images/train_00321.jpg,145
train_00322,train_images/train_00322.jpg,36
train_00323,train_images/train_00323.jpg,195
train_00324,train_images/train_00324.jpg,2
train_00325,train_images/train_00325.jpg,4
train_00326,train_images/train_00326.jpg,120
train_00327,train_images/train_00327.jpg,47
train_00328,train_images/train_00328.jpg,104
train_00329,train_images/train_00329.jpg,102
train_00330,train_images/train_00330.jpg,143
train_00331,train_images/train_00331.jpg,23
train_00332,train_images/train_00332.jpg,22
train_00333,train_images/train_00333.jpg,198
train_00334,train_images/train_00334.jpg,113
train_00335,train_images/train_00335.jpg,80
train_00336,train_images/train_00336.jpg,58
train_00337,train_images/train_00337.jpg,191
train_00338,train_images/train_00338.jpg,164
train_00339,train_images/train_00339.jpg,26
train_00340,train_images/train_00340.jpg,143
train_00341,train_images/train_00341.jpg,73
train_00342,train_images/train_00342.jpg,98
train_00343,train_images/train_00343.jpg,106
train_00344,train_images/train_00344.jpg,95
train_00345,train_images/train_00345.jpg,33
train_00346,train_images/train_00346.jpg,175
train_00347,train_images/train_00347.jpg,138
train_00348,train_images/train_00348.jpg,66
train_00349,train_images/train_00349.jpg,17
train_00350,train_images/train_00350.jpg,26
train_00351,train_images/train_00351.jpg,196
train_00352,train_images/train_00352.jpg,13
train_00353,train_images/train_00353.jpg,29
train_00354,train_images/train_00354.jpg,134
train_00355,train_images/train_00355.jpg,87
train_00356,train_images/train_00356.jpg,98
train_00357,train_images/train_00357.jpg,69
train_00358,train_images/train_00358.jpg,190
train_00359,train_images/train_00359.jpg,86
train_00360,train_images/train_00360.jpg,61
train_00361,train_images/train_00361.jpg,125
train_00362,train_images/train_00362.jpg,155
train_00363,train_images/train_00363.jpg,175
train_00364,train_images/train_00364.jpg,151
train_00365,train_images/train_00365.jpg,76
train_00366,train_images/train_00366.jpg,12
train_00367,train_images/train_00367.jpg,198
train_00368,train_images/train_00368.jpg,35
train_00369,train_images/train_00369.jpg,56
train_00370,train_images/train_00370.jpg,127
train_00371,train_images/train_00371.jpg,124
train_00372,train_images/train_00372.jpg,131
train_00373,train_images/train_00373.jpg,143
train_00374,train_images/train_00374.jpg,96
train_00375,train_images/train_00375.jpg,189
train_00376,train_images/train_00376.jpg,60
train_00377,train_images/train_00377.jpg,149
train_00378,train_images/train_00378.jpg,139
train_00379,train_images/train_00379.jpg,45
train_00380,train_images/train_00380.jpg,133
train_00381,train_images/train_00381.jpg,77
train_00382,train_images/train_00382.jpg,134
train_00383,train_images/train_00383.jpg,36
train_00384,train_images/train_00384.jpg,105
train_00385,train_images/train_00385.jpg,95
train_00386,train_images/train_00386.jpg,197
train_00387,train_images/train_00387.jpg,192
train_00388,train_images/train_00388.jpg,103
train_00389,train_images/train_00389.jpg,126
train_00390,train_images/train_00390.jpg,160
train_00391,train_images/train_00391.jpg,9
train_00392,train_images/train_00392.jpg,153
train_00393,train_images/train_00393.jpg,91
train_00394,train_images/train_00394.jpg,118
train_00395,train_images/train_00395.jpg,13
train_00396,train_images/train_00396.jpg,18
train_00397,train_images/train_00397.jpg,68
train_00398,train_images/train_00398.jpg,182
train_00399,train_images/train_00399.jpg,12
train_00400,train_images/train_00400.jpg,186
train_00401,train_images/train_00401.jpg,142
train_00402,train_images/train_00402.jpg,18
train_00403,train_images/train_00403.jpg,39
train_00404,train_images/train_00404.jpg,100
train_00405,train_images/train_00405.jpg,92
train_00406,train_images/train_00406.jpg,119
train_00407,train_images/train_00407.jpg,105
train_00408,train_images/train_00408.jpg,111
train_00409,train_images/train_00409.jpg,79
train_00410,train_images/train_00410.jpg,110
train_00411,train_images/train_00411.jpg,137
train_00412,train_images/train_00412.jpg,186
train_00413,train_images/train_00413.jpg,150
train_00414,train_images/train_00414.jpg,136
train_00415,train_images/train_00415.jpg,144
train_00416,train_images/train_00416.jpg,136
train_00417,train_images/train_00417.jpg,6
train_00418,train_images/train_00418.jpg,152
train_00419,train_images/train_00419.jpg,161
train_00420,train_images/train_00420.jpg,43
train_00421,train_images/train_00421.jpg,23
train_00422,train_images/train_00422.jpg,95
train_00423,train_images/train_00423.jpg,66
train_00424,train_images/train_00424.jpg,63
train_00425,train_images/train_00425.jpg,75
train_00426,train_images/train_00426.jpg,103
train_00427,train_images/train_00427.jpg,195
train_00428,train_images/train_00428.jpg,154
train_00429,train_images/train_00429.jpg,25
train_00430,train_images/train_00430.jpg,80
train_00431,train_images/train_00431.jpg,26
train_00432,train_images/train_00432.jpg,99
train_00433,train_images/train_00433.jpg,198
train_00434,train_images/train_00434.jpg,65
train_00435,train_images/train_00435.jpg,134
train_00436,train_images/train_00436.jpg,28
train_00437,train_images/train_00437.jpg,147
train_00438,train_images/train_00438.jpg,135
train_00439,train_images/train_00439.jpg,124
train_00440,train_images/train_00440.jpg,163
train_00441,train_images/train_00441.jpg,182
train_00442,train_images/train_00442.jpg,10
train_00443,train_images/train_00443.jpg,142
train_00444,train_images/train_00444.jpg,36
train_00445,train_images/train_00445.jpg,68
train_00446,train_images/train_00446.jpg,199
train_00447,train_images/train_00447.jpg,40
train_00448,train_images/train_00448.jpg,153
train_00449,train_images/train_00449.jpg,9
train_00450,train_images/train_00450.jpg,87
train_00451,train_images/train_00451.jpg,68
train_00452,train_images/train_00452.jpg,155
train_00453,train_images/train_00453.jpg,24
train_00454,train_images/train_00454.jpg,115
train_00455,train_images/train_00455.jpg,45
train_00456,train_images/train_00456.jpg,65
train_00457,train_images/train_00457.jpg,153
train_00458,train_images/train_00458.jpg,100
train_00459,train_images/train_00459.jpg,146
train_00460,train_images/train_00460.jpg,7
train_00461,train_images/train_00461.jpg,171
train_00462,train_images/train_00462.jpg,138
train_00463,train_images/train_00463.jpg,147
train_00464,train_images/train_00464.jpg,164
train_00465,train_images/train_00465.jpg,77
train_00466,train_images/train_00466.jpg,142
train_00467,train_images/train_00467.jpg,193
train_00468,train_images/train_00468.jpg,133
train_00469,train_images/train_00469.jpg,103
train_00470,train_images/train_00470.jpg,198
train_00471,train_images/train_00471.jpg,80
train_00472,train_images/train_00472.jpg,100
train_00473,train_images/train_00473.jpg,187
train_00474,train_images/train_00474.jpg,57
train_00475,train_images/train_00475.jpg,12
train_00476,train_images/train_00476.jpg,32
train_00477,train_images/train_00477.jpg,84
train_00478,train_images/train_00478.jpg,150
train_00479,train_images/train_00479.jpg,69
train_00480,train_images/train_00480.jpg,16
train_00481,train_images/train_00481.jpg,22
train_00482,train_images/train_00482.jpg,67
train_00483,train_images/train_00483.jpg,64
train_00484,train_images/train_00484.jpg,183
train_00485,train_images/train_00485.jpg,181
train_00486,train_images/train_00486.jpg,78
train_00487,train_images/train_00487.jpg,22
train_00488,train_images/train_00488.jpg,49
train_00489,train_images/train_00489.jpg,107
train_00490,train_images/train_00490.jpg,111
train_00491,train_images/train_00491.jpg,133
train_00492,train_images/train_00492.jpg,93
train_00493,train_images/train_00493.jpg,29
train_00494,train_images/train_00494.jpg,17
train_00495,train_images/train_00495.jpg,81
train_00496,train_images/train_00496.jpg,94
train_00497,train_images/train_00497.jpg,140
train_00498,train_images/train_00498.jpg,39
train_00499,train_images/train_00499.jpg,193
train_00500,train_images/train_00500.jpg,96
train_00501,train_images/train_00501.jpg,170
train_00502,train_images/train_00502.jpg,164
train_00503,train_images/train_00503.jpg,117
train_00504,train_images/train_00504.jpg,136
train_00505,train_images/train_00505.jpg,18
train_00506,train_images/train_00506.jpg,107
train_00507,train_images/train_00507.jpg,171
train_00508,train_images/train_00508.jpg,57
train_00509,train_images/train_00509.jpg,0
train_00510,train_images/train_00510.jpg,166
train_00511,train_images/train_00511.jpg,99
train_00512,train_images/train_00512.jpg,116
train_00513,train_images/train_00513.jpg,44
train_00514,train_images/train_00514.jpg,3
train_00515,train_images/train_00515.jpg,169
train_00516,train_images/train_00516.jpg,64
train_00517,train_images/train_00517.jpg,31
train_00518,train_images/train_00518.jpg,98
train_00519,train_images/train_00519.jpg,27
train_00520,train_images/train_00520.jpg,65
train_00521,train_images/train_00521.jpg,78
train_00522,train_images/train_00522.jpg,86
train_00523,train_images/train_00523.jpg,71
train_00524,train_images/train_00524.jpg,134
train_00525,train_images/train_00525.jpg,62
train_00526,train_images/train_00526.jpg,5
train_00527,train_images/train_00527.jpg,73
train_00528,train_images/train_00528.jpg,146
train_00529,train_images/train_00529.jpg,30
train_00530,train_images/train_00530.jpg,172
train_00531,train_images/train_00531.jpg,177
train_00532,train_images/train_00532.jpg,199
train_00533,train_images/train_00533.jpg,55
train_00534,train_images/train_00534.jpg,59
train_00535,train_images/train_00535.jpg,22
train_00536,train_images/train_00536.jpg,102
train_00537,train_images/train_00537.jpg,95
train_00538,train_images/train_00538.jpg,148
train_00539,train_images/train_00539.jpg,40
train_00540,train_images/train_00540.jpg,96
train_00541,train_images/train_00541.jpg,126
train_00542,train_images/train_00542.jpg,22
train_00543,train_images/train_00543.jpg,75
train_00544,train_images/train_00544.jpg,130
train_00545,train_images/train_00545.jpg,67
train_00546,train_images/train_00546.jpg,68
train_00547,train_images/train_00547.jpg,103
train_00548,train_images/train_00548.jpg,103
train_00549,train_images/train_00549.jpg,76
train_00550,train_images/train_00550.jpg,194
train_00551,train_images/train_00551.jpg,7
train_00552,train_images/train_00552.jpg,26
train_00553,train_images/train_00553.jpg,25
train_00554,train_images/train_00554.jpg,69
train_00555,train_images/train_00555.jpg,174
train_00556,train_images/train_00556.jpg,174
train_00557,train_images/train_00557.jpg,15
train_00558,train_images/train_00558.jpg,45
train_00559,train_images/train_00559.jpg,172
train_00560,train_images/train_00560.jpg,180
train_00561,train_images/train_00561.jpg,163
train_00562,train_images/train_00562.jpg,1
train_00563,train_images/train_00563.jpg,12
train_00564,train_images/train_00564.jpg,136
train_00565,train_images/train_00565.jpg,172
train_00566,train_images/train_00566.jpg,86
train_00567,train_images/train_00567.jpg,143
train_00568,train_images/train_00568.jpg,57
train_00569,train_images/train_00569.jpg,44
train_00570,train_images/train_00570.jpg,46
train_00571,train_images/train_00571.jpg,194
train_00572,train_images/train_00572.jpg,148
train_00573,train_images/train_00573.jpg,74
train_00574,train_images/train_00574.jpg,62
train_00575,train_images/train_00575.jpg,158
train_00576,train_images/train_00576.jpg,66
train_00577,train_images/train_00577.jpg,151
train_00578,train_images/train_00578.jpg,189
train_00579,train_images/train_00579.jpg,53
train_00580,train_images/train_00580.jpg,35
train_00581,train_images/train_00581.jpg,9
train_00582,train_images/train_00582.jpg,24
train_00583,train_images/train_00583.jpg,127
train_00584,train_images/train_00584.jpg,169
train_00585,train_images/train_00585.jpg,6
train_00586,train_images/train_00586.jpg,102
train_00587,train_images/train_00587.jpg,197
train_00588,train_images/train_00588.jpg,108
train_00589,train_images/train_00589.jpg,171
train_00590,train_images/train_00590.jpg,194
train_00591,train_images/train_00591.jpg,47
train_00592,train_images/train_00592.jpg,167
train_00593,train_images/train_00593.jpg,110
train_00594,train_images/train_00594.jpg,51
train_00595,train_images/train_00595.jpg,21
train_00596,train_images/train_00596.jpg,141
train_00597,train_images/train_00597.jpg,121
train_00598,train_images/train_00598.jpg,91
train_00599,train_images/train_00599.jpg,123
train_00600,train_images/train_00600.jpg,48
train_00601,train_images/train_00601.jpg,141
train_00602,train_images/train_00602.jpg,113
train_00603,train_images/train_00603.jpg,92
train_00604,train_images/train_00604.jpg,59
train_00605,train_images/train_00605.jpg,22
train_00606,train_images/train_00606.jpg,9
train_00607,train_images/train_00607.jpg,10
train_00608,train_images/train_00608.jpg,199
train_00609,train_images/train_00609.jpg,51
train_00610,train_images/train_00610.jpg,107
train_00611,train_images/train_00611.jpg,39
train_00612,train_images/train_00612.jpg,51
train_00613,train_images/train_00613.jpg,59
train_00614,train_images/train_00614.jpg,60
train_00615,train_images/train_00615.jpg,7
train_00616,train_images/train_00616.jpg,120
train_00617,train_images/train_00617.jpg,37
train_00618,train_images/train_00618.jpg,194
train_00619,train_images/train_00619.jpg,158
train_00620,train_images/train_00620.jpg,140
train_00621,train_images/train_00621.jpg,29
train_00622,train_images/train_00622.jpg,44
train_00623,train_images/train_00623.jpg,195
train_00624,train_images/train_00624.jpg,191
train_00625,train_images/train_00625.jpg,37
train_00626,train_images/train_00626.jpg,67
train_00627,train_images/train_00627.jpg,196
train_00628,train_images/train_00628.jpg,64
train_00629,train_images/train_00629.jpg,172
train_00630,train_images/train_00630.jpg,49
train_00631,train_images/train_00631.jpg,87
train_00632,train_images/train_00632.jpg,178
train_00633,train_images/train_00633.jpg,179
train_00634,train_images/train_00634.jpg,12
train_00635,train_images/train_00635.jpg,141
train_00636,train_images/train_00636.jpg,113
train_00637,train_images/train_00637.jpg,194
train_00638,train_images/train_00638.jpg,190
train_00639,train_images/train_00639.jpg,50
train_00640,train_images/train_00640.jpg,10
train_00641,train_images/train_00641.jpg,115
train_00642,train_images/train_00642.jpg,143
train_00643,train_images/train_00643.jpg,150
train_00644,train_images/train_00644.jpg,117
train_00645,train_images/train_00645.jpg,20
train_00646,train_images/train_00646.jpg,113
train_00647,train_images/train_00647.jpg,104
train_00648,train_images/train_00648.jpg,94
train_00649,train_images/train_00649.jpg,60
train_00650,train_images/train_00650.jpg,1
train_00651,train_images/train_00651.jpg,104
train_00652,train_images/train_00652.jpg,109
train_00653,train_images/train_00653.jpg,165
train_00654,train_images/train_00654.jpg,181
train_00655,train_images/train_00655.jpg,119
train_00656,train_images/train_00656.jpg,43
train_00657,train_images/train_00657.jpg,40
train_00658,train_images/train_00658.jpg,76
train_00659,train_images/train_00659.jpg,147
train_00660,train_images/train_00660.jpg,185
train_00661,train_images/train_00661.jpg,120
train_00662,train_images/train_00662.jpg,156
train_00663,train_images/train_00663.jpg,83
train_00664,train_images/train_00664.jpg,6
train_00665,train_images/train_00665.jpg,5
train_00666,train_images/train_00666.jpg,53
train_00667,train_images/train_00667.jpg,140
train_00668,train_images/train_00668.jpg,179
train_00669,train_images/train_00669.jpg,134
train_00670,train_images/train_00670.jpg,54
train_00671,train_images/train_00671.jpg,94
train_00672,train_images/train_00672.jpg,193
train_00673,train_images/train_00673.jpg,32
train_00674,train_images/train_00674.jpg,121
train_00675,train_images/train_00675.jpg,123
train_00676,train_images/train_00676.jpg,4
train_00677,train_images/train_00677.jpg,133
train_00678,train_images/train_00678.jpg,77
train_00679,train_images/train_00679.jpg,34
train_00680,train_images/train_00680.jpg,110
train_00681,train_images/train_00681.jpg,73
train_00682,train_images/train_00682.jpg,141
train_00683,train_images/train_00683.jpg,179
train_00684,train_images/train_00684.jpg,189
train_00685,train_images/train_00685.jpg,97
train_00686,train_images/train_00686.jpg,31
train_00687,train_images/train_00687.jpg,2
train_00688,train_images/train_00688.jpg,197
train_00689,train_images/train_00689.jpg,184
train_00690,train_images/train_00690.jpg,42
train_00691,train_images/train_00691.jpg,169
train_00692,train_images/train_00692.jpg,92
train_00693,train_images/train_00693.jpg,144
train_00694,train_images/train_00694.jpg,117
train_00695,train_images/train_00695.jpg,41
train_00696,train_images/train_00696.jpg,140
train_00697,train_images/train_00697.jpg,56
train_00698,train_images/train_00698.jpg,182
